city,date,AQI,airQuality,rank,PM2\.5,PM10,So2,No2,Co,O3
成都,2025-04-29,优,48,36,16,30,20,4,0.47,72
成都,2025-04-30,优,45,37,16,33,23,5,0.48,69
成都,2025-05-01,良,52,143,24,47,28,5,0.56,80
成都,2025-05-02,良,70,180,34,67,34,5,0.65,85
成都,2025-05-03,良,72,205,41,80,33,6,0.67,89
成都,2025-05-04,良,68,185,35,61,24,5,0.59,86
成都,2025-05-05,良,61,182,13,31,13,4,0.43,86
成都,2025-05-06,优,44,73,15,30,21,5,0.47,71
成都,2025-05-07,优,50,93,17,32,21,5,0.53,75
成都,2025-05-08,优,49,88,21,33,17,4,0.58,78
成都,2025-05-09,中度污染,171,322,72,292,20,4,0.42,76
成都,2025-05-10,良,85,322,41,120,20,5,0.47,85
成都,2025-05-11,良,63,180,35,73,19,6,0.54,94
成都,2025-05-12,良,93,290,44,71,31,7,0.69,113
成都,2025-05-13,轻度污染,101,274,27,48,18,5,0.57,129
成都,2025-05-14,良,70,155,51,81,23,6,0.66,92
成都,2025-05-15,良,60,148,34,70,26,5,0.57,81
成都,2025-05-16,良,60,156,38,69,30,8,0.69,67
成都,2025-05-17,良,80,236,59,90,31,8,0.77,60
成都,2025-05-18,轻度污染,110,313,83,114,33,7,0.86,110
成都,2025-05-19,轻度污染,101,289,43,67,23,7,0.68,111
成都,2025-05-20,轻度污染,109,296,44,72,33,7,0.74,122
成都,2025-05-21,轻度污染,113,305,57,87,39,7,0.84,113
成都,2025-05-22,良,100,314,43,60,18,5,0.67,129
成都,2025-05-23,良,71,276,34,72,19,6,0.50,93
成都,2025-05-24,良,53,129,24,56,15,5,0.43,86
成都,2025-05-25,良,72,190,25,49,15,5,0.46,108
成都,2025-05-26,良,83,222,37,64,15,7,0.57,116
成都,2025-05-27,优,47,61,24,35,15,5,0.60,68
成都,2025-05-28,优,46,78,14,25,17,5,0.54,79
成都,2025-05-29,优,49,110,27,41,23,5,0.67,76
成都,2025-05-30,优,43,83,30,39,19,5,0.65,66
成都,2025-05-31,优,36,76,13,27,15,5,0.56,61
成都,2025-06-01,优,45,104,20,35,20,5,0.65,55
成都,2025-06-02,优,41,106,14,28,24,5,0.63,57
成都,2025-06-03,优,48,148,23,45,35,5,0.66,62
成都,2025-06-04,良,70,215,32,54,34,5,0.68,81
成都,2025-06-05,良,67,156,36,56,29,5,0.67,96
成都,2025-06-06,良,82,220,42,64,33,5,0.74,98
成都,2025-06-07,良,89,282,32,50,21,5,0.64,102
成都,2025-06-08,良,92,276,34,51,24,6,0.67,112
成都,2025-06-09,良,72,241,26,43,25,5,0.64,92
成都,2025-06-10,良,79,270,19,37,24,5,0.56,103
成都,2025-06-11,轻度污染,115,307,22,44,20,6,0.57,141
成都,2025-06-12,轻度污染,115,291,28,48,26,8,0.69,130
成都,2025-06-13,轻度污染,111,290,28,51,24,6,0.68,136
成都,2025-06-14,良,68,229,33,54,27,6,0.73,83
成都,2025-06-15,轻度污染,105,298,16,32,13,5,0.52,149
成都,2025-06-16,轻度污染,120,330,20,40,23,6,0.62,146
成都,2025-06-17,轻度污染,133,329,28,49,25,7,0.70,149
成都,2025-06-18,良,68,208,10,17,9,4,0.56,84
成都,2025-06-19,优,47,181,14,26,20,4,0.65,69
成都,2025-06-20,优,48,204,21,39,31,5,0.72,59
成都,2025-06-21,良,68,248,14,25,16,4,0.58,103
成都,2025-06-22,良,76,245,16,27,13,4,0.58,98
成都,2025-06-23,优,47,127,17,29,16,4,0.58,74
成都,2025-06-24,优,48,116,10,15,12,4,0.55,83
成都,2025-06-25,良,58,140,12,20,13,4,0.60,91
成都,2025-06-26,良,56,148,16,28,18,4,0.65,79
成都,2025-06-27,良,67,205,24,39,28,4,0.74,92
成都,2025-06-28,良,78,267,26,42,27,4,0.76,93
成都,2025-06-29,优,50,183,17,26,19,4,0.65,75
成都,2025-06-30,良,58,244,9,17,12,4,0.55,90
成都,2025-07-01,良,59,260,8,16,10,4,0.54,85
成都,2025-07-02,优,48,203,18,32,17,5,0.67,75
成都,2025-07-03,优,28,45,14,23,18,4,0.68,37
成都,2025-07-04,优,44,111,18,27,15,4,0.67,72
成都,2025-07-05,良,65,213,6,13,11,4,0.51,93
成都,2025-07-06,良,55,144,11,24,16,5,0.56,75
成都,2025-07-07,优,40,60,11,20,13,4,0.58,60
成都,2025-07-08,优,44,120,13,24,16,4,0.57,64
成都,2025-07-09,优,46,160,19,31,17,4,0.63,64
成都,2025-07-10,良,52,233,14,24,14,4,0.60,78
成都,2025-07-11,优,48,185,10,17,15,4,0.56,67
成都,2025-07-12,优,43,146,13,23,17,4,0.62,67
成都,2025-07-13,良,60,229,19,31,18,4,0.64,84
成都,2025-07-14,良,72,243,21,34,18,4,0.65,91
成都,2025-07-15,良,82,275,33,48,22,5,0.72,105
成都,2025-07-16,良,92,306,33,47,21,5,0.68,112
成都,2025-07-17,良,93,298,30,43,20,4,0.67,116
成都,2025-07-18,良,58,155,29,43,23,4,0.67,79
成都,2025-07-19,良,62,193,15,24,13,4,0.58,95
成都,2025-07-20,良,53,206,14,27,14,4,0.50,75
成都,2025-07-21,良,58,258,10,22,15,4,0.49,85
成都,2025-07-22,良,72,293,16,31,22,5,0.55,84
成都,2025-07-23,良,69,307,9,16,12,4,0.44,99
成都,2025-07-24,良,52,283,7,13,11,4,0.48,71
成都,2025-07-25,优,48,248,10,17,11,4,0.51,73
成都,2025-07-26,优,50,240,6,14,12,4,0.47,80
成都,2025-07-27,良,61,275,10,21,15,4,0.53,79
成都,2025-07-28,良,69,304,18,29,18,4,0.57,91
成都,2025-07-29,良,89,322,21,34,22,4,0.60,100
成都,2025-07-30,良,91,319,17,31,20,4,0.60,112
成都,2025-07-31,良,98,322,22,35,14,5,0.63,118
成都,2025-08-01,良,93,322,22,34,16,4,0.60,121
成都,2025-08-02,轻度污染,103,331,24,36,18,5,0.62,126
成都,2025-08-03,良,100,322,21,34,17,5,0.59,131
成都,2025-08-04,轻度污染,115,330,31,47,20,6,0.68,131
成都,2025-08-05,轻度污染,102,325,28,42,17,5,0.66,123
成都,2025-08-06,良,95,329,20,32,15,4,0.65,117
成都,2025-08-07,良,72,290,14,22,13,3,0.63,109
成都,2025-08-08,良,79,311,20,32,20,4,0.68,80
成都,2025-08-09,良,52,247,13,23,16,4,0.65,86
成都,2025-08-10,良,51,229,7,12,12,4,0.56,81
成都,2025-08-11,良,54,220,8,18,15,4,0.55,83
成都,2025-08-12,良,77,278,17,29,17,4,0.63,98
成都,2025-08-13,良,96,322,22,40,22,5,0.64,110
成都,2025-08-14,良,92,313,25,45,23,5,0.65,104
成都,2025-08-15,良,88,328,24,41,18,4,0.64,108
成都,2025-08-16,良,65,297,17,28,15,4,0.59,88
成都,2025-08-17,优,50,229,17,26,14,4,0.63,76
成都,2025-08-18,良,80,317,10,20,15,4,0.58,105
成都,2025-08-19,良,82,308,15,28,18,4,0.63,95
成都,2025-08-20,良,79,301,21,33,17,3,0.62,97
成都,2025-08-21,良,64,285,14,24,13,3,0.57,84
成都,2025-08-22,优,38,131,9,19,12,3,0.55,61
成都,2025-08-23,优,35,95,12,23,14,3,0.62,48
成都,2025-08-24,优,32,87,11,21,13,3,0.66,48
成都,2025-08-25,优,36,133,11,21,12,3,0.63,54
成都,2025-08-26,优,46,193,18,31,14,3,0.63,73
成都,2025-08-27,良,61,257,18,31,14,3,0.60,84
成都,2025-08-28,优,40,130,11,22,13,3,0.50,61
成都,2025-08-29,优,37,107,5,11,13,2,0.48,64
成都,2025-08-30,优,38,127,6,13,16,2,0.52,60
成都,2025-08-31,优,42,170,10,20,18,3,0.57,63
成都,2025-09-01,优,50,192,17,32,24,3,0.67,71
成都,2025-09-02,良,52,198,24,41,21,3,0.70,69
成都,2025-09-03,良,53,200,23,42,18,3,0.62,70
成都,2025-09-04,良,57,235,24,49,21,3,0.59,71
成都,2025-09-05,优,43,129,27,43,22,3,0.61,42
成都,2025-09-06,优,46,179,17,46,15,3,0.48,66
成都,2025-09-07,良,60,227,26,70,19,4,0.57,81
成都,2025-09-08,良,54,236,23,45,13,3,0.52,80
成都,2025-09-09,良,58,252,21,40,15,3,0.56,77
成都,2025-09-10,优,44,190,21,36,19,3,0.64,61
成都,2025-09-11,优,35,124,12,19,14,2,0.58,56
成都,2025-09-12,优,30,85,7,17,16,3,0.61,41
成都,2025-09-13,优,43,173,15,29,21,3,0.70,57
成都,2025-09-14,优,46,185,16,29,18,3,0.66,62
成都,2025-09-15,优,50,216,32,46,24,3,0.75,70
成都,2025-09-16,优,48,231,13,22,15,3,0.60,73
成都,2025-09-17,优,24,29,13,24,18,3,0.63,34
成都,2025-09-18,优,29,100,4,9,11,3,0.50,52
成都,2025-09-19,优,42,237,7,15,17,3,0.57,64
成都,2025-09-20,良,53,305,16,27,19,4,0.66,71
成都,2025-09-21,优,28,72,10,18,14,3,0.58,31
成都,2025-09-22,优,28,67,6,12,17,3,0.54,44
成都,2025-09-23,优,33,126,7,13,16,3,0.52,50
成都,2025-09-24,优,45,256,13,24,20,4,0.59,62
成都,2025-09-25,良,56,268,18,33,24,4,0.63,73
成都,2025-09-26,优,43,198,28,43,24,4,0.67,57
成都,2025-09-27,优,34,105,20,29,17,3,0.63,49
成都,2025-09-28,优,24,32,7,13,14,3,0.59,37
成都,2025-09-29,优,34,79,8,19,21,3,0.62,53
成都,2025-09-30,优,34,86,19,33,27,3,0.67,44
成都,2025-10-01,优,34,84,24,34,17,3,0.60,54
成都,2025-10-02,优,42,158,11,20,15,3,0.54,66
成都,2025-10-03,优,41,172,10,21,14,4,0.51,55
成都,2025-10-04,优,28,55,12,22,14,4,0.55,38
成都,2025-10-05,优,24,42,12,24,18,4,0.62,30
成都,2025-10-06,优,23,49,7,13,13,3,0.57,38
成都,2025-10-07,优,26,57,13,23,20,3,0.61,36
成都,2025-10-08,优,39,182,27,38,23,4,0.73,35
成都,2025-10-09,优,44,195,31,44,23,4,0.68,38
成都,2025-10-10,优,39,161,25,39,22,4,0.60,43
成都,2025-10-11,优,26,46,10,20,14,4,0.52,40
成都,2025-10-12,优,21,16,5,12,17,3,0.60,31
成都,2025-10-13,优,34,140,9,17,17,4,0.56,56
成都,2025-10-14,优,44,194,18,29,18,4,0.59,66
成都,2025-10-15,优,46,204,29,36,17,4,0.61,67
成都,2025-10-16,优,45,204,30,45,26,4,0.72,47
成都,2025-10-17,优,31,99,15,27,25,5,0.60,31
成都,2025-10-18,优,39,238,15,27,31,4,0.63,32
成都,2025-10-19,优,24,52,12,20,17,4,0.59,34
成都,2025-10-20,优,20,27,4,8,14,3,0.53,37
成都,2025-10-21,优,20,23,5,11,16,3,0.51,36
成都,2025-10-22,优,22,24,9,16,18,3,0.56,26
成都,2025-10-23,优,21,12,8,12,17,3,0.53,26
成都,2025-10-24,优,21,10,7,12,17,3,0.48,26
成都,2025-10-25,优,26,27,13,20,21,3,0.51,33
成都,2025-10-26,优,29,38,20,28,23,4,0.57,27
成都,2025-10-27,优,30,40,21,29,21,4,0.59,41
成都,2025-10-28,良,55,135,39,48,31,4,0.67,39
成都,2025-10-29,优,47,110,33,41,27,3,0.65,28
成都,2025-10-30,良,56,195,40,47,24,4,0.61,32
成都,2025-10-31,优,49,178,34,40,27,4,0.60,25
成都,2025-11-01,优,24,17,17,24,19,4,0.48,37
成都,2025-11-02,优,34,78,24,33,24,4,0.50,30
成都,2025-11-03,优,40,114,28,36,23,4,0.57,24
成都,2025-11-04,优,33,82,23,32,26,4,0.60,24
成都,2025-11-05,良,55,187,39,52,34,4,0.61,15
成都,2025-11-06,优,39,120,27,35,21,3,0.52,28
成都,2025-11-07,优,35,101,10,21,28,3,0.71,33
成都,2025-11-08,优,44,167,24,44,35,4,0.80,22
成都,2025-11-09,良,53,210,32,56,29,4,0.68,27
成都,2025-11-10,优,23,26,9,22,17,3,0.49,41
成都,2025-11-11,优,41,143,19,41,28,4,0.55,26
成都,2025-11-12,良,54,206,35,57,36,4,0.70,12
成都,2025-11-13,优,45,157,25,45,31,4,0.68,15
成都,2025-11-14,良,56,171,38,62,38,4,0.73,13
成都,2025-11-15,优,48,91,30,48,26,4,0.58,40
成都,2025-11-16,良,52,131,37,53,31,3,0.63,18
成都,2025-11-17,优,40,149,18,40,18,4,0.40,50
成都,2025-11-18,优,39,195,15,39,21,4,0.35,45
成都,2025-11-19,优,44,188,22,44,29,4,0.47,38
成都,2025-11-20,良,57,235,40,64,38,4,0.62,40
成都,2025-11-21,良,74,268,54,78,49,5,0.72,28
成都,2025-11-22,轻度污染,108,298,81,106,50,5,0.78,26
成都,2025-11-23,轻度污染,104,258,78,99,36,5,0.73,51
成都,2025-11-24,良,94,237,70,107,33,5,0.69,39
成都,2025-11-25,良,75,247,55,93,40,4,0.74,40
成都,2025-11-26,良,95,257,71,109,50,5,0.79,25
成都,2025-11-27,轻度污染,102,250,77,103,39,4,0.89,35
成都,2025-11-28,轻度污染,109,263,82,111,50,5,0.96,40
成都,2025-11-29,轻度污染,132,322,101,126,49,4,0.95,38
成都,2025-11-30,轻度污染,142,325,109,132,52,5,1.13,35
成都,2025-12-01,轻度污染,149,331,114,138,49,4,1.07,38
成都,2025-12-02,轻度污染,125,321,95,118,41,4,0.88,31
成都,2025-12-03,良,56,188,31,61,33,4,0.47,36
成都,2025-12-04,优,48,85,30,48,27,3,0.59,41
成都,2025-12-05,良,62,171,45,62,34,4,0.70,35
成都,2025-12-06,良,75,186,55,76,39,4,0.68,21
成都,2025-12-07,良,71,159,52,68,36,4,0.78,31
成都,2025-12-08,轻度污染,114,313,86,113,60,4,0.99,7
成都,2025-12-09,轻度污染,131,323,100,127,46,4,0.93,21
成都,2025-12-10,轻度污染,111,263,84,107,40,4,0.85,36
成都,2025-12-11,轻度污染,129,282,98,121,49,5,1.00,25
成都,2025-12-12,轻度污染,109,294,82,103,32,4,0.73,39
成都,2025-12-13,良,61,239,20,72,23,4,0.33,47
成都,2025-12-14,良,72,252,35,94,35,5,0.47,31
成都,2025-12-15,良,79,274,53,108,44,5,0.64,32
成都,2025-12-16,轻度污染,119,300,90,140,57,5,0.90,32
成都,2025-12-17,轻度污染,134,292,102,145,49,5,0.98,35
成都,2025-12-18,轻度污染,125,263,95,131,45,4,0.97,32
成都,2025-12-19,中度污染,156,299,119,157,53,4,0.98,13
成都,2025-12-20,轻度污染,102,262,77,104,40,4,0.84,19
成都,2025-12-21,优,46,139,23,46,32,4,0.50,33
成都,2025-12-22,良,54,170,35,59,32,4,0.59,24
成都,2025-12-23,良,56,208,36,63,26,4,0.55,34
成都,2025-12-24,良,64,218,34,78,45,4,0.51,17
成都,2025-12-25,良,71,299,52,91,47,5,0.66,24
成都,2025-12-26,良,78,308,57,88,37,4,0.56,28
成都,2025-12-27,良,99,309,74,99,36,5,0.66,22
成都,2025-12-28,轻度污染,119,298,90,114,35,4,0.73,28
成都,2025-12-29,轻度污染,112,280,85,109,33,4,0.72,25
成都,2025-12-30,轻度污染,130,280,99,123,40,4,0.94,13
成都,2025-12-31,良,92,302,69,82,26,3,0.72,28
武汉,2025-01-01,轻度污染,126,277,96,125,71,13,1.07,45
武汉,2025-01-02,中度污染,171,314,130,157,59,11,1.08,63
武汉,2025-01-03,重度污染,201,322,151,183,54,12,1.24,56
武汉,2025-01-04,重度污染,214,317,164,198,54,11,1.23,52
武汉,2025-01-05,良,72,114,53,60,27,7,0.68,62
武汉,2025-01-06,良,78,191,57,85,37,9,0.82,45
武汉,2025-01-07,良,58,132,36,65,30,10,0.54,49
武汉,2025-01-08,良,61,187,44,65,46,11,0.62,34
武汉,2025-01-09,优,47,127,31,47,23,10,0.53,48
武汉,2025-01-10,优,43,74,30,41,31,10,0.58,47
武汉,2025-01-11,良,78,268,57,72,40,11,0.61,53
武汉,2025-01-12,良,80,243,59,86,47,10,0.74,54
武汉,2025-01-13,轻度污染,104,288,78,108,70,12,1.10,39
武汉,2025-01-14,良,100,262,75,112,54,11,0.93,45
武汉,2025-01-15,良,60,186,28,69,21,9,0.51,56
武汉,2025-01-16,良,62,177,41,72,50,10,0.66,35
武汉,2025-01-17,良,88,280,65,95,59,11,0.88,42
武汉,2025-01-18,良,92,232,69,91,59,11,0.95,43
武汉,2025-01-19,轻度污染,134,307,102,126,72,11,1.09,41
武汉,2025-01-20,轻度污染,150,301,115,139,80,12,1.40,54
武汉,2025-01-21,轻度污染,139,264,106,128,68,14,1.34,68
武汉,2025-01-22,轻度污染,128,245,97,112,61,13,1.16,61
武汉,2025-01-23,重度污染,229,315,179,194,36,12,1.33,59
武汉,2025-01-24,良,96,217,72,82,25,7,0.93,20
武汉,2025-01-25,优,28,18,13,14,11,6,0.55,55
武汉,2025-01-26,优,38,68,23,35,12,6,0.65,64
武汉,2025-01-27,良,54,215,19,57,11,8,0.61,70
武汉,2025-01-28,良,59,168,41,68,19,11,0.81,65
武汉,2025-01-29,中度污染,200,252,150,177,21,16,0.97,64
武汉,2025-01-30,良,70,171,51,66,17,12,0.76,70
武汉,2025-01-31,轻度污染,126,287,96,97,13,8,0.97,40
武汉,2025-02-01,良,68,218,49,46,10,7,1.01,26
武汉,2025-02-02,良,56,174,40,35,14,7,1.13,17
武汉,2025-02-03,良,88,282,65,68,12,8,0.93,57
武汉,2025-02-04,良,88,319,65,72,26,8,0.90,55
武汉,2025-02-05,良,61,281,44,62,29,9,0.76,51
武汉,2025-02-06,优,39,68,27,38,28,10,0.77,49
武汉,2025-02-07,良,70,263,26,91,16,8,0.58,59
武汉,2025-02-08,优,39,130,16,39,13,9,0.54,65
武汉,2025-02-09,优,44,128,31,43,28,11,0.72,55
武汉,2025-02-10,良,60,193,43,54,32,13,0.89,55
武汉,2025-02-11,良,75,197,55,67,49,13,1.20,21
武汉,2025-02-12,良,92,261,69,96,25,10,0.88,52
武汉,2025-02-13,轻度污染,118,317,89,122,32,12,1.03,65
武汉,2025-02-14,良,82,260,61,80,39,8,0.88,45
武汉,2025-02-15,良,85,245,63,81,33,8,0.75,51
武汉,2025-02-16,良,81,281,60,88,52,8,0.80,41
武汉,2025-02-17,良,64,226,39,78,35,10,0.73,58
武汉,2025-02-18,良,71,267,52,78,32,11,0.92,69
武汉,2025-02-19,良,64,248,46,62,31,10,0.86,68
武汉,2025-02-20,良,90,302,67,82,30,9,0.82,57
武汉,2025-02-21,良,90,276,67,74,29,8,0.80,47
武汉,2025-02-22,良,84,291,62,63,22,7,0.65,44
武汉,2025-02-23,轻度污染,112,316,85,90,18,6,0.80,67
武汉,2025-02-24,轻度污染,120,320,91,99,22,8,0.91,79
武汉,2025-02-25,轻度污染,119,317,90,97,32,7,0.82,65
武汉,2025-02-26,良,99,275,74,81,39,8,0.83,64
武汉,2025-02-27,良,65,145,47,64,36,7,0.90,55
武汉,2025-02-28,良,75,194,55,92,49,9,1.18,23
武汉,2025-03-01,良,70,195,51,85,53,9,1.11,34
武汉,2025-03-02,优,40,79,21,40,25,8,0.71,45
武汉,2025-03-03,优,28,21,8,11,14,5,0.51,53
武汉,2025-03-04,优,41,141,29,29,15,5,0.55,57
武汉,2025-03-05,优,47,157,33,36,15,6,0.57,65
武汉,2025-03-06,良,71,263,52,57,15,6,0.58,82
武汉,2025-03-07,良,79,273,58,68,33,7,0.67,81
武汉,2025-03-08,良,91,285,68,86,49,7,0.80,63
武汉,2025-03-09,良,79,202,58,72,30,8,0.73,64
武汉,2025-03-10,良,66,163,48,58,26,6,0.61,57
武汉,2025-03-11,良,65,152,47,68,47,8,1.01,17
武汉,2025-03-12,良,71,175,52,67,29,6,0.82,41
武汉,2025-03-13,良,62,187,45,62,29,6,0.75,51
武汉,2025-03-14,优,49,178,34,43,21,6,0.66,35
武汉,2025-03-15,优,36,97,17,29,13,5,0.38,69
武汉,2025-03-16,优,46,202,28,46,21,6,0.40,69
武汉,2025-03-17,优,47,126,23,34,25,6,0.41,75
武汉,2025-03-18,良,52,211,27,47,27,8,0.40,83
武汉,2025-03-19,良,58,227,32,56,39,8,0.54,77
武汉,2025-03-20,良,65,224,36,59,52,8,0.57,71
武汉,2025-03-21,良,61,175,35,61,49,8,0.54,71
武汉,2025-03-22,良,74,223,41,70,59,9,0.72,64
武汉,2025-03-23,良,68,109,49,71,53,8,0.77,42
武汉,2025-03-24,良,60,82,43,60,30,7,0.63,76
武汉,2025-03-25,良,66,104,34,60,35,8,0.60,94
武汉,2025-03-26,良,78,109,51,80,33,9,0.87,103
武汉,2025-03-27,良,100,210,51,149,25,8,0.73,73
武汉,2025-03-28,良,72,193,24,94,11,6,0.40,75
武汉,2025-03-29,良,70,259,31,91,14,5,0.49,70
武汉,2025-03-30,良,72,280,40,94,21,7,0.58,72
武汉,2025-03-31,良,75,278,49,100,26,7,0.65,71
武汉,2025-04-01,良,70,244,48,91,37,7,0.65,74
武汉,2025-04-02,良,66,233,41,83,50,8,0.66,73
武汉,2025-04-03,良,90,286,38,71,32,9,0.71,112
武汉,2025-04-04,良,70,159,51,86,46,12,0.88,78
武汉,2025-04-05,良,73,225,52,96,41,8,0.69,79
武汉,2025-04-06,良,74,213,45,98,50,8,0.77,78
武汉,2025-04-07,良,72,163,45,95,54,9,0.84,70
武汉,2025-04-08,良,72,154,53,94,51,9,0.98,76
武汉,2025-04-09,良,74,192,53,96,51,8,0.97,83
武汉,2025-04-10,良,76,214,29,57,30,7,0.66,94
武汉,2025-04-11,良,60,106,36,70,34,8,0.99,67
武汉,2025-04-12,中度污染,166,226,60,281,7,6,0.41,90
武汉,2025-04-13,轻度污染,114,217,48,177,17,7,0.50,84
武汉,2025-04-14,良,100,245,47,150,17,7,0.47,89
武汉,2025-04-15,良,67,158,26,64,41,8,0.59,80
武汉,2025-04-16,良,62,83,33,73,35,10,0.77,83
武汉,2025-04-17,良,71,131,46,87,34,9,0.78,91
武汉,2025-04-18,良,88,228,45,90,21,10,0.80,120
武汉,2025-04-19,良,68,240,35,85,21,8,0.70,90
武汉,2025-04-20,良,88,282,37,68,21,8,0.81,113
武汉,2025-04-21,优,48,96,23,39,15,7,0.75,66
武汉,2025-04-22,良,54,172,35,57,12,6,0.68,90
武汉,2025-04-23,良,65,198,33,70,22,7,0.55,93
武汉,2025-04-24,良,61,207,31,72,29,8,0.51,65
武汉,2025-04-25,良,64,223,39,79,26,7,0.63,89
武汉,2025-04-26,良,87,285,23,49,16,9,0.60,120
武汉,2025-04-27,良,56,183,29,51,21,7,0.64,80
武汉,2025-04-28,良,79,282,30,63,22,8,0.59,110
武汉,2025-04-29,良,83,244,24,53,34,9,0.55,104
武汉,2025-04-30,良,68,153,24,45,18,8,0.51,92
武汉,2025-05-01,良,59,199,26,56,14,7,0.46,96
武汉,2025-05-02,良,72,193,23,63,22,8,0.45,103
武汉,2025-05-03,良,73,217,24,66,19,8,0.55,103
武汉,2025-05-04,良,90,296,29,58,17,8,0.79,120
武汉,2025-05-05,良,78,235,23,40,12,7,0.62,111
武汉,2025-05-06,轻度污染,117,276,59,184,22,7,0.50,90
武汉,2025-05-07,轻度污染,138,299,79,226,32,9,0.68,97
武汉,2025-05-08,良,52,106,25,54,14,6,0.72,76
武汉,2025-05-09,良,53,167,22,46,13,6,0.53,90
武汉,2025-05-10,优,50,101,20,45,18,7,0.43,81
武汉,2025-05-11,优,50,59,28,45,16,7,0.46,85
武汉,2025-05-12,良,72,140,24,41,25,8,0.48,98
武汉,2025-05-13,良,75,106,35,54,29,9,0.67,105
武汉,2025-05-14,良,86,246,49,74,27,9,0.78,103
武汉,2025-05-15,良,54,107,32,48,17,6,0.80,86
武汉,2025-05-16,良,68,194,29,45,20,6,0.70,97
武汉,2025-05-17,良,63,188,29,60,25,6,0.67,86
武汉,2025-05-18,轻度污染,128,320,66,205,24,7,0.72,104
武汉,2025-05-19,良,76,213,50,101,22,6,0.77,98
武汉,2025-05-20,良,51,142,18,38,14,5,0.63,67
武汉,2025-05-21,优,42,110,13,32,14,6,0.64,68
武汉,2025-05-22,优,42,105,9,20,15,6,0.65,58
武汉,2025-05-23,良,62,229,36,48,10,6,0.65,103
武汉,2025-05-24,良,73,255,39,51,14,6,0.60,115
武汉,2025-05-25,良,97,306,35,51,22,7,0.77,130
武汉,2025-05-26,良,95,267,33,50,22,7,0.74,119
武汉,2025-05-27,良,99,255,43,65,26,7,0.89,123
武汉,2025-05-28,良,66,161,24,38,16,6,0.69,96
武汉,2025-05-29,良,78,186,21,33,18,7,0.70,108
武汉,2025-05-30,良,71,165,19,33,18,7,0.63,103
武汉,2025-05-31,优,38,88,6,12,12,6,0.65,55
武汉,2025-06-01,良,52,153,3,7,9,5,0.72,77
武汉,2025-06-02,良,54,196,13,20,10,6,0.55,99
武汉,2025-06-03,良,82,283,34,50,28,7,0.71,98
武汉,2025-06-04,轻度污染,116,304,41,65,38,8,0.98,123
武汉,2025-06-05,良,97,252,27,46,24,8,0.77,107
武汉,2025-06-06,良,59,132,23,43,20,6,0.64,80
武汉,2025-06-07,优,38,61,8,19,14,6,0.63,59
武汉,2025-06-08,优,34,32,5,14,12,6,0.56,63
武汉,2025-06-09,优,40,76,6,15,14,6,0.66,74
武汉,2025-06-10,优,36,66,14,33,29,6,0.77,38
武汉,2025-06-11,优,46,113,15,33,24,6,0.65,69
武汉,2025-06-12,良,62,156,23,40,14,6,0.73,97
武汉,2025-06-13,良,59,142,22,43,18,6,0.81,77
武汉,2025-06-14,优,44,113,12,26,18,6,0.56,64
武汉,2025-06-15,良,72,196,12,42,15,6,0.38,110
武汉,2025-06-16,良,66,209,16,42,14,6,0.49,100
武汉,2025-06-17,良,58,142,16,40,16,6,0.74,78
武汉,2025-06-18,优,42,122,8,23,10,6,0.52,59
武汉,2025-06-19,优,20,39,5,11,8,5,0.48,28
武汉,2025-06-20,优,18,11,5,12,10,5,0.44,34
武汉,2025-06-21,优,43,154,4,8,9,6,0.47,78
武汉,2025-06-22,优,43,111,9,16,12,6,0.50,73
武汉,2025-06-23,优,38,86,15,25,17,6,0.58,60
武汉,2025-06-24,优,48,118,14,26,16,7,0.59,76
武汉,2025-06-25,良,68,182,23,42,18,6,0.80,93
武汉,2025-06-26,优,48,121,13,29,17,6,0.57,61
武汉,2025-06-27,优,29,49,9,21,23,6,0.53,39
武汉,2025-06-28,优,31,80,8,20,14,6,0.48,45
武汉,2025-06-29,优,32,73,4,11,12,6,0.38,53
武汉,2025-06-30,优,36,116,9,21,15,7,0.50,58
武汉,2025-07-01,优,37,125,7,19,11,7,0.40,60
武汉,2025-07-02,优,36,114,5,17,12,7,0.40,57
武汉,2025-07-03,优,39,120,7,18,13,6,0.38,66
武汉,2025-07-04,优,50,161,9,25,16,6,0.45,88
武汉,2025-07-05,良,61,185,18,37,19,6,0.52,86
武汉,2025-07-06,良,72,228,20,42,19,6,0.70,95
武汉,2025-07-07,良,80,249,20,42,22,6,0.66,97
武汉,2025-07-08,良,83,307,24,47,21,6,0.60,97
武汉,2025-07-09,良,52,214,9,24,12,6,0.45,77
武汉,2025-07-10,优,45,153,11,25,11,5,0.48,78
武汉,2025-07-11,优,44,137,24,40,12,6,0.51,71
武汉,2025-07-12,优,34,64,11,23,11,5,0.45,56
武汉,2025-07-13,优,46,157,12,26,14,6,0.50,75
武汉,2025-07-14,良,53,165,17,36,18,5,0.49,81
武汉,2025-07-15,良,56,162,16,33,13,5,0.48,88
武汉,2025-07-16,良,54,168,13,29,11,5,0.43,92
武汉,2025-07-17,良,75,214,16,34,15,5,0.63,98
武汉,2025-07-18,良,77,220,15,31,12,5,0.75,110
武汉,2025-07-19,良,91,276,19,33,12,6,0.65,129
武汉,2025-07-20,良,58,237,14,30,11,6,0.72,76
武汉,2025-07-21,优,40,148,8,22,12,6,0.63,56
武汉,2025-07-22,优,28,75,4,11,8,5,0.45,49
武汉,2025-07-23,优,36,155,6,16,10,6,0.48,59
